mgra,TAZ,hh,pop,emp_self,emp_ag,emp_const_non_bldg_prod,emp_const_non_bldg_office,emp_utilities_prod,emp_utilities_office,emp_const_bldg_prod,emp_const_bldg_office,emp_mfg_prod,emp_mfg_office,emp_whsle_whs,emp_trans,emp_retail,emp_prof_bus_svcs,emp_prof_bus_svcs_bldg_maint,emp_pvt_ed_k12,emp_pvt_ed_post_k12_oth,emp_health,emp_personal_svcs_office,emp_amusement,emp_hotel,emp_restaurant_bar,emp_personal_svcs_retail,emp_religious,emp_pvt_hh,emp_state_local_gov_ent,emp_scrap_other,emp_fed_non_mil,emp_fed_mil,emp_state_local_gov_blue,emp_state_local_gov_white,emp_public_ed,emp_own_occ_dwell_mgmt,emp_fed_gov_accts,emp_st_lcl_gov_accts,emp_cap_accts,emp_total,collegeEnroll,otherCollegeEnroll,AdultSchEnrl,EnrollGradeKto8,EnrollGrade9to12,PrivateEnrollGradeKto8,ech_dist,hch_dist,parkarea,hstallsoth,hstallssam,hparkcost,numfreehrs,dstallsoth,dstallssam,dparkcost,mstallsoth,mstallssam,mparkcost,TotInt,DUDen,EmpDen,PopDen,RetEmpDen,IntDenBin,EmpDenBin,DuDenBin,POINT_X,POINT_Y,ACRES,HotelRoomTotal,mall_flag,beachAcres
1,2901,43,174,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,841743,586817,510,0,0,0
2,2902,9,22,0,5,963,0,3,0,0,0,0,0,0,0,2,19,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,855391,585688,5678,0,0,0
3,2903,350,1222,0,0,0,0,0,0,0,0,0,0,0,0,9,28,0,0,0,12,13,2,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,1,1,1,858417,549492,85,0,0,0
4,2903,164,581,0,0,0,0,0,0,0,0,0,0,5,0,2,4,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,1,1,1,858468,552269,103,0,0,0
5,2903,254,881,0,0,4,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,71,0,0,0,1746,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,1,1,1,859899,552161,72,0,0,0
6,2903,161,636,0,0,2,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,1,1,1,859713,550239,47,0,0,0
7,2903,155,612,0,0,0,0,0,0,0,0,17,0,2,8,2,15,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,1,12,0,1,1,1,859951,548979,42,0,0,0
8,2904,20,73,0,0,24,0,0,0,0,0,58,0,0,6,0,222,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,855203,576559,1757,0,0,0
9,2904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,857809,570210,1,0,0,0
10,2905,4,6,0,0,127,0,0,0,0,0,74,0,102,100,20,35,0,0,2,11,11,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,860759,573138,636,0,0,0
11,2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,858245,569858,0,0,0,0
12,2906,0,0,0,0,107,0,0,0,0,0,132,0,182,99,8,14,0,0,0,10,9,2,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,573,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,866665,582510,742,0,0,0
13,2906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,861757,579948,0,0,0,0
14,2906,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,864830,579957,6,0,0,0
15,2907,0,0,0,0,91,0,0,0,0,0,113,0,155,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,864519,576922,528,0,0,0
16,2907,0,0,0,0,19,0,0,0,0,0,23,0,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,865826,579144,110,0,0,0
17,2908,0,0,0,0,52,0,0,0,0,0,55,0,15,6,58,103,0,0,0,74,67,13,0,51,0,0,0,15,0,0,0,0,0,0,0,0,0,0,507,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,864973,572015,641,0,0,0
18,2909,323,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,94,0,0,0,88,77,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,1,868776,572177,282,0,0,0
19,2910,160,496,0,0,0,0,0,0,0,0,0,0,0,2,0,45,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,11,0,1,1,1,872183,572709,29,0,0,0
20,2910,168,543,0,0,4,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,1,1,1,870872,572765,25,0,0,0
21,2910,81,368,0,0,0,0,0,0,0,0,5,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,1,1,1,872131,574441,15,0,0,0
22,2910,415,1342,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,381,0,0,0,0,2063,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,1,1,1,871169,570777,177,0,0,0
23,2910,93,395,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,1,1,1,870830,574297,15,0,0,0
24,2910,192,634,0,0,4,0,0,0,0,0,0,0,2,0,2,29,0,0,0,11,3,0,0,6,0,0,0,0,0,0,0,0,0,23,0,0,0,0,80,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,1,12,0,1,1,1,872276,571678,34,0,0,0
25,2910,130,496,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,1,1,1,871095,571965,19,0,0,0
26,2910,29,121,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,1,1,1,872169,573691,30,0,0,0
27,2910,117,500,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,1,1,1,870867,573621,25,0,0,0
28,2911,306,1047,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,1,1,1,870605,578509,72,0,0,0
29,2911,123,461,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,11,0,1,1,1,871888,578849,34,0,0,0
30,2911,171,647,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,1,1,1,871199,578315,46,0,0,0
31,2911,121,487,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,12,0,1,1,1,871712,579615,24,0,0,0
32,2912,119,625,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,10,9,2,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,1,868677,578069,185,0,0,0
33,2912,88,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,868410,576050,105,0,0,0
34,2913,132,456,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,1,1,1,872493,576098,257,0,0,0
35,2913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,11,10,2,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,1,1,1,871768,575211,46,0,0,0
36,2913,103,377,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,1,1,1,874716,576803,31,0,0,0
37,2914,146,512,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1,8,0,1,1,1,871710,583137,30,0,0,0
38,2914,140,535,0,0,10,0,0,0,0,0,0,0,0,0,21,44,0,0,0,28,29,5,0,19,0,0,0,6,0,0,0,0,0,33,0,0,0,0,194,0,0,0,622,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,1,1,1,870630,583633,145,0,0,0
39,2914,81,389,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,171,0,0,0,511,623,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,11,0,1,1,1,871889,580831,50,0,0,0
40,2914,127,469,0,0,2,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,1,1,1,871708,582038,31,0,0,0
41,2914,134,523,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,1,1,1,870536,583351,33,0,0,0
42,2914,146,528,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,10,0,1,1,1,870539,581951,37,0,0,0
43,2914,120,504,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,1,13,0,1,1,1,870584,580777,27,0,0,0
44,2915,208,692,0,0,4,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,2,11,1,1,1,1,871296,587250,86,0,0,0
45,2915,270,866,0,0,2,0,0,0,0,0,5,0,11,6,22,33,0,0,0,17,65,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,2,9,1,1,1,1,870675,586890,108,0,0,0
46,2915,60,211,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,12,0,1,1,1,871741,588855,25,0,0,0
47,2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,1,1,1,869716,585871,25,0,0,0
48,2916,316,1065,0,0,4,0,0,0,0,0,0,0,0,59,1,10,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,119,0,0,0,0,0,183,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,2,14,1,1,1,1,873670,586032,47,0,0,0
49,2916,198,689,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,2,17,1,1,1,1,874067,586792,40,0,0,0
50,2916,161,555,0,0,3,0,0,0,0,0,0,0,0,0,233,25,0,0,0,20,23,16,0,68,0,0,0,3,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,2,12,1,1,1,1,872820,585906,30,0,0,0
51,2917,304,1124,0,0,0,0,0,0,0,0,0,0,1,0,4,15,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,1,15,0,1,1,1,873475,588499,71,0,0,0
52,2917,443,1462,0,0,7,0,0,0,0,0,1,0,6,3,0,12,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,1,13,0,1,1,1,876799,588092,81,0,0,0
53,2917,262,1003,0,0,0,0,0,0,0,0,0,0,0,6,11,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,237,0,0,0,1654,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,1,14,0,1,1,1,875480,586645,78,0,0,0
54,2917,169,667,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,2,14,0,1,1,1,873310,587561,39,0,0,0
55,2917,219,862,0,0,2,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,1,1,1,873265,590108,46,0,0,0
56,2917,262,977,0,0,11,0,0,0,0,0,0,0,2,0,1,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,1,1,1,875433,589566,34,0,0,0
57,2917,332,1091,0,0,7,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,1,1,1,876603,589131,70,0,0,0
58,2917,122,485,0,0,0,0,0,0,0,0,0,0,9,0,1,28,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,1,16,0,1,1,1,873769,589653,50,0,0,0
59,2917,96,382,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,21,0,0,0,967,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,1,16,0,1,1,1,875395,588442,29,0,0,0
60,2917,185,727,0,0,11,0,0,0,0,0,0,0,6,0,2,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,1,13,0,1,1,1,876583,586284,40,0,0,0
61,2918,228,741,0,0,4,0,0,0,0,0,2,0,0,2,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,1,1,1,876108,581435,57,0,0,0
62,2918,89,298,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1,8,0,1,1,1,875366,583195,25,0,0,0
63,2918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,2,10,0,1,1,1,876693,579998,4,0,0,0
64,2918,138,445,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,1,1,1,876259,584503,98,0,0,0
65,2918,242,755,0,0,4,0,0,0,0,0,0,0,0,0,2,276,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,2,10,0,1,1,1,876446,580540,53,0,0,0
66,2918,47,212,0,0,0,0,0,0,0,0,3,0,3,0,23,110,0,0,6,58,84,76,0,25,0,0,0,0,0,0,0,0,0,128,0,0,0,0,514,0,0,0,912,0,6,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,2,11,0,1,1,1,876441,582142,63,0,0,0
67,2918,52,194,0,0,10,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,2,11,0,1,1,1,876511,583573,21,0,0,0
68,2918,84,269,0,0,4,0,0,0,0,0,0,0,0,6,7,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,1,1,1,876818,583128,28,0,0,0
69,2919,206,667,0,0,10,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,1,1,1,874229,580876,54,0,0,0
70,2919,118,410,0,0,3,0,0,0,0,0,0,0,2,0,3,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,10,0,1,1,1,874173,583789,48,0,0,0
71,2919,227,728,0,0,7,0,0,0,0,0,1,0,9,3,5,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,11,1,1,1,1,873253,584165,93,0,0,0
72,2919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,10,0,1,1,1,873852,580007,3,0,0,0
73,2919,161,552,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,10,0,1,1,1,873496,581590,99,0,0,0
74,2920,162,558,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,1,1,1,873285,578091,44,0,0,0
75,2920,116,392,0,0,3,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,10,0,1,1,1,874215,579471,41,0,0,0
76,2920,167,587,0,0,3,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,1,1,1,874610,578103,44,0,0,0
77,2920,70,273,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,10,0,1,1,1,873381,579300,28,0,0,0
78,2921,265,738,0,0,11,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,2,10,0,1,1,1,873650,572380,98,0,0,0
79,2921,211,578,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,5,7,0,1,1,1,874475,572938,40,0,0,0
80,2921,92,241,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,1,1,1,874020,573979,49,0,0,0
81,2921,127,331,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,4,7,0,1,1,1,874816,571358,12,0,0,0
82,2922,124,294,0,0,4,0,0,0,0,0,116,0,34,4,47,291,0,0,0,47,150,1,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,706,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,6,5,0,1,1,1,875789,572103,113,0,0,0
83,2922,0,0,0,0,21,0,0,0,0,0,169,0,120,4,103,738,0,0,3,509,144,5,0,120,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,12,3,0,1,2,1,876927,573667,125,0,0,0
84,2923,315,1064,0,0,222,0,0,0,0,0,17,0,83,22,30,42,0,0,28,25,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,13,4,2,1,2,1,875231,570211,120,0,0,0
85,2923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,9,4,1,1,1,1,876905,569891,64,0,0,0
86,2923,0,0,0,0,21,0,0,0,0,0,140,0,90,11,6,442,0,0,8,91,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,7,4,0,1,1,1,877086,571332,37,0,0,0
87,2924,130,466,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,4,9,0,1,1,1,875974,576705,40,0,0,0
88,2924,140,497,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,1,1,1,877186,578474,40,0,0,0
