mgra,TAZ,hh,pop,emp_self,emp_ag,emp_const_non_bldg_prod,emp_const_non_bldg_office,emp_utilities_prod,emp_utilities_office,emp_const_bldg_prod,emp_const_bldg_office,emp_mfg_prod,emp_mfg_office,emp_whsle_whs,emp_trans,emp_retail,emp_prof_bus_svcs,emp_prof_bus_svcs_bldg_maint,emp_pvt_ed_k12,emp_pvt_ed_post_k12_oth,emp_health,emp_personal_svcs_office,emp_amusement,emp_hotel,emp_restaurant_bar,emp_personal_svcs_retail,emp_religious,emp_pvt_hh,emp_state_local_gov_ent,emp_scrap_other,emp_fed_non_mil,emp_fed_mil,emp_state_local_gov_blue,emp_state_local_gov_white,emp_public_ed,emp_own_occ_dwell_mgmt,emp_fed_gov_accts,emp_st_lcl_gov_accts,emp_cap_accts,emp_total,collegeEnroll,otherCollegeEnroll,AdultSchEnrl,EnrollGradeKto8,EnrollGrade9to12,PrivateEnrollGradeKto8,ech_dist,hch_dist,parkarea,hstallsoth,hstallssam,hparkcost,numfreehrs,dstallsoth,dstallssam,dparkcost,mstallsoth,mstallssam,mparkcost,TotInt,DUDen,EmpDen,PopDen,RetEmpDen,IntDenBin,EmpDenBin,DuDenBin,POINT_X,POINT_Y,ACRES,HotelRoomTotal,mall_flag,beachAcres,geoSRate,geoSRateNm
5817,2237,459,789,0,0,0,0,0,0,0,0,0,0,3,0,4,1688,0,0,0,23,0,39,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153,0,0,0,0,0,0,2,2,3,0,0,2.5,0,0,0,3.8,0,0,3.8,0,8.83,49.24,13.42,2.38,1,3,2,938713.84,649587.15,16.62,0,0,0,1,1
5818,2207,71,116,0,0,52,0,0,0,0,0,0,0,16,7,71,290,0,0,0,30,68,2,29,52,0,0,0,3,0,0,0,0,0,19,0,0,0,0,639,0,0,0,0,0,0,2,2,3,0,0,2.5,0,0,0,3.8,0,0,3.8,0,4.1,9.19,7.13,1.01,1,1,1,942186.88,649531.68,48.87,91,0,0,1,1
5819,2222,403,615,0,0,13,0,0,0,0,0,13,0,3,0,13,345,0,0,0,276,82,5,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,782,0,0,0,0,0,296,2,2,3,0,0,2.5,0,0,0,3.8,0,0,3.8,0,3.35,14.97,5.38,1.06,1,2,1,937919.22,644969.26,32.27,0,0,0,1,1
5820,2270,272,575,0,0,14,0,0,0,0,0,10,0,42,0,44,152,0,0,0,60,34,7,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,2,2,3,0,0,2.5,0,0,0,3.8,0,0,3.8,0,3.67,8.65,6.45,0.48,1,1,1,937157.89,644922.84,21.49,0,0,0,1,1
5821,2784,143,300,0,0,0,0,0,0,0,0,0,0,0,82,197,345,0,0,0,3367,131,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,2,2,3,0,0,2.5,0,0,0,3.8,0,0,3.8,0,3.25,14.84,5.42,1.22,1,2,1,938036.08,643771.78,18.36,0,0,0,1,1
5822,2783,7,19,0,0,3,0,0,0,0,0,9,0,49,5,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0.61,9.19,1.06,1.79,1,1,1,941793.2,641103.46,111.5,0,0,0,1,1
5823,2276,279,567,0,0,4,0,0,0,0,0,11,0,33,0,119,336,0,0,9,36,42,8,0,23,0,0,0,9,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2.52,15.82,4.77,1.51,1,2,1,938851.96,641049.5,42.4,0,0,0,1,1
5824,2214,165,242,0,0,53,0,0,0,0,0,10,0,0,27,49,44,0,0,0,0,35,23,222,28,0,0,0,43,0,0,0,0,0,49,0,0,0,0,583,0,0,0,0,0,0,2,2,3,0,0,2.5,0,0,0,1.3,0,0,1.3,0,2.84,7.34,4.88,0.55,1,1,1,949017.26,649075.03,58.25,695,0,0,1,1
5825,2271,87,187,0,0,114,0,0,0,0,0,42,0,19,28,81,157,0,0,4,28,53,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2.49,9.83,4.79,1.15,1,1,1,937740.91,641754.25,35.94,0,0,0,1,1
5826,2278,27,47,0,0,8,0,0,0,0,0,1,0,451,0,21,515,0,0,0,33,3,4,34,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2.4,14.02,4.32,2.29,1,2,1,940688.52,642546.26,25.13,0,0,0,1,1
5827,2234,395,897,0,0,14,0,22,0,0,0,24,0,2,11,15,1508,0,0,296,22,490,1,0,68,0,0,0,117,0,0,0,0,0,0,0,0,0,0,2590,2703,0,0,0,0,0,2,2,3,0,0,2.5,0,0,0,3.8,0,0,3.8,0,8.82,47.68,13.46,1.99,1,3,2,937724.05,650494.54,25.22,0,0,0,1,1
5828,2206,274,463,0,0,23,0,0,0,0,0,1,0,3,0,29,64,0,0,0,12,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,2,2,3,0,0,2.5,0,0,0,3.8,0,0,3.8,0,5.87,13.75,10.19,1.4,1,2,2,941644.39,650621.83,24.43,2,0,0,1,1
5829,2232,47,82,0,0,9,0,0,0,0,0,0,0,14,4,3,417,0,0,0,7,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,468,0,0,0,0,20,1,2,2,3,0,0,4,0,0,0,5,0,0,5,0,6.95,22.26,9.47,1.8,1,2,2,937795.44,647052.35,28,0,0,0,1,1
5830,2236,281,463,0,0,0,0,0,0,0,0,0,0,0,0,1,1207,0,0,0,8,9,0,0,20,0,0,0,109,0,0,0,0,0,0,0,0,0,0,1354,0,0,0,0,0,0,2,2,3,0,0,3,0,0,0,3.8,0,0,3.8,0,8.94,56.02,12.94,2.65,1,3,2,937787.92,649613.41,13.86,0,0,0,1,1
5831,1935,422,954,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,5.08,0.22,13.39,0.01,1,1,2,939991.17,711199.47,89.92,0,0,0,1,1
5832,2246,394,762,0,0,13,0,0,0,0,0,0,0,9,4,9,7,0,0,0,3,4,0,0,29,0,0,0,9,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,4.64,2.92,9.66,0.08,1,1,1,930733.94,649186.74,86.21,0,0,0,1,1
5833,1905,144,287,0,0,0,0,0,0,0,0,3,0,1,0,10,38,0,0,2,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3.65,5.62,7.17,1.15,1,1,1,955354.53,721081.67,12.38,0,0,0,1,1
5834,2550,360,621,0,0,9,0,0,0,0,0,0,0,3,12,9,17,0,0,0,0,0,14,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1.99,4.59,3.79,0.43,1,1,1,928472.21,639857.22,72.83,0,0,0,1,1
5835,2250,696,1825,0,0,0,0,0,0,0,0,0,0,0,7,4,74,0,0,0,0,28,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3.59,1.66,11.19,0.17,1,1,1,925060.4,649772.17,68.12,0,0,0,1,1
5836,2252,266,574,0,0,29,0,0,0,0,0,18,0,0,0,78,137,0,0,0,9,9,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2.95,3.97,8.82,0.77,1,1,1,918491.8,649417.6,44.15,0,0,0,1,1
5837,1905,165,324,0,0,14,0,0,0,0,0,0,0,3,0,3,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3.11,2.54,5.95,0.14,1,1,1,955875.72,718360.34,47.77,0,0,0,1,1
5838,1906,76,181,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3.42,1.03,6.94,0.12,1,1,1,955913.17,717159.47,30.72,0,0,0,1,1
5839,2254,126,439,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3.35,1.61,9.96,0.38,1,1,1,922521.53,645986.65,41.88,0,0,0,1,1
5840,2255,256,692,0,0,8,0,0,0,0,0,6,0,14,5,50,52,0,0,0,3,53,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,193,0,0,0,0,0,19,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3.64,3.41,10.79,0.42,1,1,1,919671.41,644867.56,43.5,0,0,0,1,1
5841,2256,263,786,0,0,0,0,0,0,0,0,0,0,36,0,6,68,0,0,0,14,10,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3.51,2.25,10.37,0.35,1,1,1,922030.85,645048.49,43.84,8,0,0,1,1
5842,2260,201,526,0,0,4,0,0,0,0,0,0,0,0,0,101,64,0,0,0,11,28,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2.8,1.8,7.54,0.36,1,1,1,924729.34,644548.18,62.99,0,0,0,1,1
5843,2248,295,617,0,0,13,0,0,0,0,0,0,0,9,16,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,252,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3.27,1.2,6.99,0.03,1,1,1,930966.24,644399.68,101.2,0,0,0,1,1
5844,2266,469,1019,0,16,4,0,0,0,0,0,24,0,71,16,32,38,0,0,1,13,104,0,38,48,0,0,0,0,0,0,0,0,0,38,0,0,0,0,443,0,0,0,0,0,268,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2.66,6.34,5.51,0.66,1,1,1,933018.85,639091,88.14,0,0,0,1,1
5845,1905,170,337,0,0,3,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3.58,4.63,6.71,0.82,1,1,1,955548.56,719766.97,34.82,0,0,0,1,1
5846,1905,72,154,0,0,0,0,0,0,0,0,16,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,4.2,2.61,7.45,0.13,1,1,1,957092.35,718455.63,34.41,0,0,0,1,1
5847,2259,299,638,0,0,4,0,0,0,0,0,3,0,3,7,6,24,0,0,0,0,3,2,0,14,0,0,0,0,0,0,0,0,0,161,0,0,0,0,227,0,0,0,1360,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2.27,1.93,5.47,0.09,1,1,1,922148.14,639021,101,0,0,0,1,1
5848,2215,254,475,0,0,22,0,0,0,0,0,0,0,7,4,3,47,0,0,0,4,0,21,13,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,6.25,3.49,0.13,1,1,1,948159.07,645717.73,151.29,0,0,0,1,1
5849,2272,220,455,0,1,3,0,0,0,0,0,25,0,19,0,57,18,0,0,0,0,13,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1.89,11.36,3.77,0.97,1,2,1,936930.07,640821.15,33.48,0,0,0,1,1
5850,2229,319,563,0,0,0,0,0,0,0,0,19,0,5,93,146,411,0,0,8,463,204,0,3,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1465,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3.84,16.37,6.63,1.59,1,2,1,938661.88,642481.41,57.16,26,0,0,1,1
5851,2274,0,0,0,0,101,0,3,0,0,0,469,0,369,27,208,90,0,0,25,0,59,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0.12,12.12,0.23,1.2,1,2,1,937460.95,637354.7,84.58,0,0,0,1,1
5852,2528,0,0,0,0,57,0,0,0,0,0,184,0,93,136,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0.07,3.84,0.12,0.47,1,1,1,941101.37,637676.98,152.53,0,0,0,1,1
5853,2275,0,0,0,0,56,0,0,0,0,0,64,0,39,84,37,13,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0.1,12.26,0.18,1.04,1,2,1,938641.81,637249.49,26.8,0,0,0,1,1
5854,1946,323,727,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2.26,1.18,6.44,0.14,1,1,1,916771.9,720883.32,60.02,0,0,0,1,1
5855,2102,1,1,0,27,229,0,0,0,0,0,121,0,114,143,178,499,0,0,13,78,129,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2.08,11.56,4.9,0.82,1,2,1,938726.84,684358.15,85.18,0,0,0,1,1
5856,2285,248,691,0,0,3,0,0,0,0,0,2,0,1,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2.65,8.62,6.82,0.57,1,1,1,936409.87,678831.47,57.73,0,0,0,1,1
5857,2284,67,195,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2.51,9.99,5.71,1.18,1,1,1,935362.73,678314.37,19.77,0,0,0,1,1
5858,1905,66,169,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3.66,4.59,6.62,0.71,1,1,1,956463,720093.33,19.58,0,0,0,1,1
5859,2295,0,0,0,0,455,0,0,0,0,0,527,0,71,2,94,52,0,0,0,0,10,13,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0.7,22.28,0.7,2.23,1,2,1,932583.55,678915.7,54.82,2,0,0,1,1
5860,1905,92,200,0,0,12,0,0,0,0,0,1,0,21,2,29,165,0,0,3,159,67,12,0,317,0,0,0,0,0,0,0,0,0,43,0,0,0,0,831,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,4.27,4.8,7.57,0.85,1,1,1,956523.01,720263.64,34.29,0,0,0,1,1
5861,2090,0,0,0,0,610,0,0,0,0,0,401,0,167,0,76,40,0,0,0,0,24,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,4.79,6.11,5.45,0.74,1,1,1,933214.76,696686.89,121.96,0,0,0,1,1
5862,2801,316,765,0,0,376,0,0,0,0,0,139,0,57,0,115,437,0,0,8,30,157,267,0,53,0,0,0,0,0,0,0,0,0,43,0,0,0,0,1682,0,0,0,0,476,1073,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1.82,6.3,4.27,0.44,1,1,1,925233.19,681087.07,218.12,0,0,0,1,1
5863,2317,154,384,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,4.45,4.44,10.97,0.55,1,1,1,937806.74,677377.98,33.08,0,0,0,1,1
5864,2334,43,86,0,0,178,0,0,0,0,0,48,0,81,10,77,305,0,0,40,125,109,29,0,83,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1093,731,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3.57,6.22,8.03,1.1,1,1,1,932887.19,668356.5,80.13,0,0,0,1,1
5865,2315,0,0,0,0,73,0,0,0,0,0,2,0,22,0,9,15,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2.79,6.74,6.23,1.19,1,1,1,933874.14,673621.06,35.47,0,0,0,1,1
5866,2304,856,2289,0,0,10,0,0,0,0,0,0,0,26,0,217,263,0,0,0,40,34,0,24,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,642,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3.42,5.45,8.47,0.89,1,1,1,916411.2,676333.93,153.48,118,0,0,1,1
5867,2302,297,949,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3.17,9.11,8.61,0.35,1,1,1,921841.28,671477.41,48.88,0,0,0,1,1
5868,2312,327,805,0,9,183,0,0,0,0,0,61,0,5,4,30,34,0,0,2,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2.23,3.87,4.85,0.59,1,1,1,931635.74,671723.3,103.8,0,0,0,1,1
5869,2313,802,1434,0,0,3,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2.39,4.41,5.31,0.29,1,1,1,930555.28,668734.61,118.88,0,0,0,1,1
5870,1952,233,779,0,0,0,0,0,0,0,0,0,0,0,2,3,24,0,0,3,7,46,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0.86,0.59,2.51,0.01,1,1,1,903773.73,717502.94,325.58,0,0,0,1,1
5871,1917,3,6,0,0,91,0,0,0,0,0,147,0,54,0,1451,107,0,0,0,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1.4,10.18,3.52,3.32,1,2,1,944873.1,723883.35,113.84,0,0,0,1,1
5872,2291,1308,2684,0,0,10,0,0,0,0,0,0,0,153,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,5.12,0.72,10.88,0.02,1,1,2,921452,683664.23,104.66,0,0,0,1,1
5873,2307,208,531,0,0,0,0,0,0,0,0,36,0,0,0,68,18,0,0,48,0,35,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,183,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,4.1,4.62,12.47,0.75,1,1,1,917017.22,667488.39,48.17,0,1,0,1,1
5874,2300,759,1565,0,0,0,0,0,0,0,0,0,0,0,1,2,33,0,0,0,0,11,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2.67,0.26,5.78,0.01,1,1,1,926069.61,670826.51,243.08,0,0,0,1,1
5875,2305,946,2014,0,1,13,0,0,0,0,0,0,0,0,4,1,27,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,5.19,0.36,10.89,0,1,1,2,913902.65,670370.94,196.47,0,0,0,1,1
5876,2305,1224,2613,0,0,16,0,0,0,0,0,15,0,5,17,47,516,0,0,14,111,57,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3.23,1.9,6.86,0.12,1,1,1,914808.11,673369.8,303.13,0,0,0,1,1
5877,2310,278,481,0,0,0,0,0,0,0,0,0,0,0,0,8,55,0,0,52,1891,19,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2054,385,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,9.46,5.93,21.13,0.1,1,1,2,912696.13,664914.77,78.81,0,0,0,1,1
5878,2306,268,915,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,7.1,3.54,16.99,0.55,1,1,2,915720.47,667073.75,49.22,0,0,0,1,1
5879,2364,1456,3493,0,0,4,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,4,77,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,7.95,0.85,15.77,0,1,1,2,907198.88,670380.56,187.18,0,0,0,1,1
5880,2403,602,1498,0,0,5,0,0,0,0,0,0,0,0,15,26,74,0,0,0,1,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,9.23,3.04,23.14,0.36,1,1,2,916807.96,661782.86,43.98,0,0,0,1,1
5881,2845,450,865,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,7.07,4.5,16.75,0.05,1,1,2,913651.62,663273.3,15.8,0,0,0,1,1
5882,2388,627,1147,0,0,8,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,5.92,0.9,11.62,0.03,1,1,2,895602.99,664284.07,64.29,0,0,0,1,1
5883,2314,469,846,0,0,0,0,0,0,0,0,0,0,0,0,24,35,0,0,0,56,14,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2.99,4.66,6.53,0.36,1,1,1,926790.3,667405.36,82.87,0,0,0,1,1
5884,2316,154,394,0,0,8,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2.61,11.21,5.74,1.07,1,2,1,935062.67,677284.26,37.28,0,0,0,1,1
5885,2319,217,485,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,4.76,3.41,11.35,0.59,1,1,1,936566.17,674433.33,41.96,0,0,0,1,1
5886,2320,172,423,0,0,3,0,0,0,0,0,39,0,3,4,76,21,0,0,0,7,38,2,0,34,0,0,0,4,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,4.39,4.73,10.57,0.68,1,1,1,935220.67,673118.89,42.97,0,0,0,1,1
5887,2324,439,880,0,0,1,0,0,0,0,0,201,0,31,0,0,4,0,0,0,0,4,4,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3.33,4.49,7.05,0.63,1,1,1,941477.71,671491.37,78.06,0,0,0,1,1
5888,2133,231,452,0,0,1,0,0,0,0,0,0,0,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,4.49,2.24,9.18,0.06,1,1,1,943204.89,680113.51,31.47,0,0,0,1,1
5889,2330,236,460,0,0,139,0,0,0,0,0,96,0,46,1,113,63,0,0,0,3,77,11,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,554,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2.54,10.48,5.67,1.4,1,2,1,940488.31,671905.44,58.28,0,0,0,1,1
5890,2331,252,584,0,0,10,0,0,0,0,0,6,0,0,11,77,112,0,0,0,14,30,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,5.02,7.29,11.98,0.96,1,1,2,936737.08,671913.5,46.15,0,0,0,1,1
5891,2323,269,498,0,0,25,0,0,0,0,0,0,0,20,0,73,204,0,0,2,54,67,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3.29,13.89,6.57,0.85,1,2,1,944379.76,672469.3,47.07,0,0,0,1,1
5892,2809,27,69,0,14,92,0,0,0,0,0,185,0,71,0,80,93,0,0,0,3,120,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3.36,9.26,7.84,1.27,1,1,1,939286.93,671733.37,53.74,0,0,0,1,1
5893,2325,522,978,0,0,17,0,0,0,0,0,0,0,44,0,36,445,0,0,0,70,65,0,56,839,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1574,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3.42,8.61,6.75,1.15,1,1,1,943970.72,668647.36,145.99,176,0,0,1,1
5894,2810,629,1142,0,0,1,0,0,0,0,0,2,0,12,0,197,44,0,0,0,10,316,2,3,37,0,0,0,4,0,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,4.45,5.61,8.3,1.21,1,1,1,939933.98,665345.2,80.04,0,0,0,1,1
